2026-07-03 02:09:07,656 P1376498 INFO ---- Model: ----MSTGAD-b9fc6026----random_seed : 1----req_loss_approach : Normal-Recreation----rec_lambda : 1.0----auxi_lambda : 0.1----Freq Domain : encoder_decoder----Multi Fits : false----train : True----evaluate : False
2026-07-03 02:09:07,656 P1376498 INFO Load from /home/db2003/Desktop/Amr/Tests/Eadro/codes/chunks/SN
2026-07-03 02:09:09,655 P1376498 INFO Fewshot: training with 1.0 of the 70% of the data
2026-07-03 02:09:22,243 P1376498 INFO Trainable Parameters Breakdown:
2026-07-03 02:09:22,244 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,244 P1376498 INFO Reconstruction-Specific Parameters:
2026-07-03 02:09:22,244 P1376498 INFO encoder.spatial_attention.0.node2node.att | shape: (1, 4, 10)                | params: 40
2026-07-03 02:14:07,812 P1376498 INFO Epoch 40/300, all_loss:1.57229 cls_loss:1.55753 rec_loss:2.16244 [4.56s]; best loss:1.57229, patience : 0
2026-07-03 02:14:09,025 P1376498 INFO pr:0.9270  rc:0.9361  auc:0.9979 ap:0.9898 f1: 0.9315 pred_right: 43528 pred_wrong:3272 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:14:10,000 P1376498 INFO pr:0.9227  rc:0.9186  auc:0.9957 ap:0.9874 f1: 0.9206 pred_right: 17880 pred_wrong:1320 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:10,001 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:10,001 P1376498 INFO 41/300 starting... lr: 0.001 para:0.02380952425301075
2026-07-03 02:14:19,855 P1376498 INFO Epoch 41/300, all_loss:1.47143 cls_loss:1.45409 rec_loss:2.18220 [9.82s]; best loss:1.47143, patience : 0
2026-07-03 02:14:21,319 P1376498 INFO pr:0.9275  rc:0.9676  auc:0.9980 ap:0.9910 f1: 0.9471 pred_right: 43423 pred_wrong:3377 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:14:21,881 P1376498 INFO pr:0.9275  rc:0.9555  auc:0.9946 ap:0.9889 f1: 0.9413 pred_right: 17834 pred_wrong:1366 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:21,907 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:21,908 P1376498 INFO 42/300 starting... lr: 0.001 para:0.023255813866853714
2026-07-03 02:14:27,069 P1376498 INFO Epoch 42/300, all_loss:1.45599 cls_loss:1.43750 rec_loss:2.23254 [5.14s]; best loss:1.45599, patience : 0
2026-07-03 02:14:28,354 P1376498 INFO pr:0.9080  rc:0.9654  auc:0.9969 ap:0.9871 f1: 0.9358 pred_right: 43355 pred_wrong:3445 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:14:28,867 P1376498 INFO pr:0.9014  rc:0.9585  auc:0.9926 ap:0.9843 f1: 0.9291 pred_right: 17790 pred_wrong:1410 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:28,867 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:28,867 P1376498 INFO 43/300 starting... lr: 0.001 para:0.022727273404598236
2026-07-03 02:14:33,894 P1376498 INFO Epoch 43/300, all_loss:1.40085 cls_loss:1.38133 rec_loss:2.24013 [5.00s]; best loss:1.40085, patience : 0
2026-07-03 02:14:35,184 P1376498 INFO pr:0.9287  rc:0.9682  auc:0.9985 ap:0.9913 f1: 0.9480 pred_right: 43422 pred_wrong:3378 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:14:35,719 P1376498 INFO pr:0.9238  rc:0.9600  auc:0.9974 ap:0.9906 f1: 0.9416 pred_right: 17822 pred_wrong:1378 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:35,744 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:35,744 P1376498 INFO 44/300 starting... lr: 0.001 para:0.02222222276031971
2026-07-03 02:14:40,824 P1376498 INFO Epoch 44/300, all_loss:1.38861 cls_loss:1.36829 rec_loss:2.28282 [5.06s]; best loss:1.38861, patience : 0
2026-07-03 02:14:42,110 P1376498 INFO pr:0.9356  rc:0.9408  auc:0.9981 ap:0.9868 f1: 0.9382 pred_right: 43540 pred_wrong:3260 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:14:42,640 P1376498 INFO pr:0.9351  rc:0.9231  auc:0.9970 ap:0.9895 f1: 0.9290 pred_right: 17891 pred_wrong:1309 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:42,641 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:42,641 P1376498 INFO 45/300 starting... lr: 0.001 para:0.021739130839705467
2026-07-03 02:14:47,672 P1376498 INFO Epoch 45/300, all_loss:1.27018 cls_loss:1.24830 rec_loss:2.25489 [5.01s]; best loss:1.27018, patience : 0
2026-07-03 02:14:48,922 P1376498 INFO pr:0.9215  rc:0.9682  auc:0.9978 ap:0.9919 f1: 0.9443 pred_right: 43397 pred_wrong:3403 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:14:49,444 P1376498 INFO pr:0.9141  rc:0.9555  auc:0.9954 ap:0.9889 f1: 0.9344 pred_right: 17814 pred_wrong:1386 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:49,444 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:49,444 P1376498 INFO 46/300 starting... lr: 0.001 para:0.021276595070958138
2026-07-03 02:14:54,536 P1376498 INFO Epoch 46/300, all_loss:1.34745 cls_loss:1.32687 rec_loss:2.29412 [5.09s]; best loss:1.27018, patience : 1
2026-07-03 02:14:55,854 P1376498 INFO pr:0.9390  rc:0.9599  auc:0.9976 ap:0.9927 f1: 0.9493 pred_right: 43489 pred_wrong:3311 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:14:56,374 P1376498 INFO pr:0.9345  rc:0.9472  auc:0.9950 ap:0.9903 f1: 0.9408 pred_right: 17856 pred_wrong:1344 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:56,398 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:56,398 P1376498 INFO 47/300 starting... lr: 0.001 para:0.02083333395421505
2026-07-03 02:15:01,463 P1376498 INFO Epoch 47/300, all_loss:1.28551 cls_loss:1.26430 rec_loss:2.28264 [5.06s]; best loss:1.27018, patience : 1
2026-07-03 02:15:02,739 P1376498 INFO pr:0.9098  rc:0.9722  auc:0.9979 ap:0.9879 f1: 0.9400 pred_right: 43340 pred_wrong:3460 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:15:03,258 P1376498 INFO pr:0.9152  rc:0.9608  auc:0.9948 ap:0.9884 f1: 0.9375 pred_right: 17808 pred_wrong:1392 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:03,258 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:03,259 P1376498 INFO 48/300 starting... lr: 0.001 para:0.020408162847161293
2026-07-03 02:15:08,235 P1376498 INFO Epoch 48/300, all_loss:1.18212 cls_loss:1.15880 rec_loss:2.30135 [4.95s]; best loss:1.18212, patience : 0
2026-07-03 02:15:09,446 P1376498 INFO pr:0.9173  rc:0.9750  auc:0.9987 ap:0.9940 f1: 0.9453 pred_right: 43352 pred_wrong:3448 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:15:09,965 P1376498 INFO pr:0.9125  rc:0.9668  auc:0.9972 ap:0.9919 f1: 0.9389 pred_right: 17795 pred_wrong:1405 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:09,965 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:09,965 P1376498 INFO 49/300 starting... lr: 0.001 para:0.019999999552965164
2026-07-03 02:15:15,422 P1376498 INFO Epoch 49/300, all_loss:1.31098 cls_loss:1.29080 rec_loss:2.30004 [5.45s]; best loss:1.18212, patience : 1
2026-07-03 02:15:16,438 P1376498 INFO pr:0.9746  rc:0.9358  auc:0.9985 ap:0.9922 f1: 0.9548 pred_right: 43690 pred_wrong:3110 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:15:16,895 P1376498 INFO pr:0.9715  rc:0.9261  auc:0.9956 ap:0.9915 f1: 0.9483 pred_right: 17936 pred_wrong:1264 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:16,917 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:16,917 P1376498 INFO 50/300 starting... lr: 0.001 para:0.019607843831181526
2026-07-03 02:15:21,170 P1376498 INFO Epoch 50/300, all_loss:1.12296 cls_loss:1.09860 rec_loss:2.34083 [4.23s]; best loss:1.12296, patience : 0
2026-07-03 02:15:22,346 P1376498 INFO pr:0.9279  rc:0.9735  auc:0.9968 ap:0.9892 f1: 0.9501 pred_right: 43401 pred_wrong:3399 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:15:22,846 P1376498 INFO pr:0.9271  rc:0.9593  auc:0.9950 ap:0.9905 f1: 0.9429 pred_right: 17828 pred_wrong:1372 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:22,846 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:22,846 P1376498 INFO 51/300 starting... lr: 0.001 para:0.01923076994717121
2026-07-03 02:15:29,033 P1376498 INFO Epoch 51/300, all_loss:1.31141 cls_loss:1.29161 rec_loss:2.32154 [6.18s]; best loss:1.12296, patience : 1
2026-07-03 02:15:31,477 P1376498 INFO pr:0.9124  rc:0.9741  auc:0.9986 ap:0.9935 f1: 0.9422 pred_right: 43340 pred_wrong:3460 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:15:32,474 P1376498 INFO pr:0.9108  rc:0.9698  auc:0.9974 ap:0.9925 f1: 0.9394 pred_right: 17788 pred_wrong:1412 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:32,475 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:32,475 P1376498 INFO 52/300 starting... lr: 0.001 para:0.01886792480945587
2026-07-03 02:15:39,911 P1376498 INFO Epoch 52/300, all_loss:1.10649 cls_loss:1.08236 rec_loss:2.36125 [7.41s]; best loss:1.10649, patience : 0
2026-07-03 02:15:41,292 P1376498 INFO pr:0.9356  rc:0.9642  auc:0.9987 ap:0.9945 f1: 0.9497 pred_right: 43462 pred_wrong:3338 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:15:41,855 P1376498 INFO pr:0.9294  rc:0.9532  auc:0.9958 ap:0.9916 f1: 0.9412 pred_right: 17840 pred_wrong:1360 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:41,855 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:41,855 P1376498 INFO 53/300 starting... lr: 0.001 para:0.018518518656492233
2026-07-03 02:15:46,989 P1376498 INFO Epoch 53/300, all_loss:1.12495 cls_loss:1.10140 rec_loss:2.37288 [5.13s]; best loss:1.10649, patience : 1
2026-07-03 02:15:48,262 P1376498 INFO pr:0.9122  rc:0.9747  auc:0.9987 ap:0.9888 f1: 0.9424 pred_right: 43337 pred_wrong:3463 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:15:48,795 P1376498 INFO pr:0.9121  rc:0.9698  auc:0.9980 ap:0.9920 f1: 0.9401 pred_right: 17790 pred_wrong:1410 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:48,796 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:48,796 P1376498 INFO 54/300 starting... lr: 0.001 para:0.0181818176060915
2026-07-03 02:15:53,794 P1376498 INFO Epoch 54/300, all_loss:0.99071 cls_loss:0.96458 rec_loss:2.40163 [4.97s]; best loss:0.99071, patience : 0
2026-07-03 02:15:55,013 P1376498 INFO pr:0.9109  rc:0.9750  auc:0.9983 ap:0.9942 f1: 0.9419 pred_right: 43332 pred_wrong:3468 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:15:55,554 P1376498 INFO pr:0.9040  rc:0.9661  auc:0.9975 ap:0.9919 f1: 0.9340 pred_right: 17783 pred_wrong:1417 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:15:55,554 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:15:55,555 P1376498 INFO 55/300 starting... lr: 0.001 para:0.01785714365541935
2026-07-03 02:16:00,430 P1376498 INFO Epoch 55/300, all_loss:1.16778 cls_loss:1.14673 rec_loss:2.32534 [4.87s]; best loss:0.99071, patience : 1
2026-07-03 02:16:01,640 P1376498 INFO pr:0.9300  rc:0.9756  auc:0.9991 ap:0.9960 f1: 0.9523 pred_right: 43400 pred_wrong:3400 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:16:02,160 P1376498 INFO pr:0.9249  rc:0.9661  auc:0.9966 ap:0.9936 f1: 0.9450 pred_right: 17815 pred_wrong:1385 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:02,160 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:02,161 P1376498 INFO 56/300 starting... lr: 0.001 para:0.017543859779834747
2026-07-03 02:16:07,110 P1376498 INFO Epoch 56/300, all_loss:1.06758 cls_loss:1.04500 rec_loss:2.33157 [4.95s]; best loss:0.99071, patience : 1
2026-07-03 02:16:08,408 P1376498 INFO pr:0.9102  rc:0.9784  auc:0.9989 ap:0.9953 f1: 0.9431 pred_right: 43314 pred_wrong:3486 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:16:08,957 P1376498 INFO pr:0.9024  rc:0.9691  auc:0.9964 ap:0.9921 f1: 0.9345 pred_right: 17776 pred_wrong:1424 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:08,957 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:08,957 P1376498 INFO 57/300 starting... lr: 0.001 para:0.017241379246115685
2026-07-03 02:16:13,966 P1376498 INFO Epoch 57/300, all_loss:1.23929 cls_loss:1.21990 rec_loss:2.34497 [5.01s]; best loss:0.99071, patience : 2
2026-07-03 02:16:15,262 P1376498 INFO pr:0.9141  rc:0.9713  auc:0.9985 ap:0.9935 f1: 0.9419 pred_right: 43353 pred_wrong:3447 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:16:15,807 P1376498 INFO pr:0.9133  rc:0.9608  auc:0.9974 ap:0.9917 f1: 0.9364 pred_right: 17805 pred_wrong:1395 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:15,808 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:15,808 P1376498 INFO 58/300 starting... lr: 0.001 para:0.016949152573943138
2026-07-03 02:16:20,807 P1376498 INFO Epoch 58/300, all_loss:1.16614 cls_loss:1.14561 rec_loss:2.35674 [5.00s]; best loss:0.99071, patience : 2
2026-07-03 02:16:22,126 P1376498 INFO pr:0.9720  rc:0.9318  auc:0.9987 ap:0.9931 f1: 0.9515 pred_right: 43695 pred_wrong:3105 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:16:22,679 P1376498 INFO pr:0.9683  rc:0.9201  auc:0.9962 ap:0.9928 f1: 0.9435 pred_right: 17940 pred_wrong:1260 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:22,680 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:22,680 P1376498 INFO 59/300 starting... lr: 0.001 para:0.01666666753590107
2026-07-03 02:16:27,769 P1376498 INFO Epoch 59/300, all_loss:1.19552 cls_loss:1.17518 rec_loss:2.39552 [5.09s]; best loss:0.99071, patience : 3
2026-07-03 02:16:29,011 P1376498 INFO pr:0.9217  rc:0.9812  auc:0.9985 ap:0.9911 f1: 0.9505 pred_right: 43350 pred_wrong:3450 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:16:29,900 P1376498 INFO pr:0.9220  rc:0.9713  auc:0.9962 ap:0.9924 f1: 0.9460 pred_right: 17803 pred_wrong:1397 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:29,901 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:29,901 P1376498 INFO 60/300 starting... lr: 0.001 para:0.016393441706895828
2026-07-03 02:16:34,894 P1376498 INFO Epoch 60/300, all_loss:1.08097 cls_loss:1.05931 rec_loss:2.38041 [4.99s]; best loss:0.99071, patience : 3
2026-07-03 02:16:35,925 P1376498 INFO pr:0.9302  rc:0.9698  auc:0.9990 ap:0.9956 f1: 0.9496 pred_right: 43420 pred_wrong:3380 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:16:36,359 P1376498 INFO pr:0.9216  rc:0.9570  auc:0.9983 ap:0.9938 f1: 0.9390 pred_right: 17823 pred_wrong:1377 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:36,359 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:36,359 P1376498 INFO 61/300 starting... lr: 0.001 para:0.016129031777381897
2026-07-03 02:16:40,943 P1376498 INFO Epoch 61/300, all_loss:0.95128 cls_loss:0.92785 rec_loss:2.38069 [4.56s]; best loss:0.95128, patience : 0
2026-07-03 02:16:42,143 P1376498 INFO pr:0.9366  rc:0.9722  auc:0.9987 ap:0.9958 f1: 0.9541 pred_right: 43440 pred_wrong:3360 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:16:42,618 P1376498 INFO pr:0.9232  rc:0.9608  auc:0.9960 ap:0.9930 f1: 0.9416 pred_right: 17820 pred_wrong:1380 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:42,618 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:42,618 P1376498 INFO 62/300 starting... lr: 0.001 para:0.01587301678955555
2026-07-03 02:16:52,592 P1376498 INFO Epoch 62/300, all_loss:0.98194 cls_loss:0.95945 rec_loss:2.37652 [9.97s]; best loss:0.95128, patience : 1
2026-07-03 02:16:54,151 P1376498 INFO pr:0.9357  rc:0.9747  auc:0.9991 ap:0.9959 f1: 0.9548 pred_right: 43425 pred_wrong:3375 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:16:54,758 P1376498 INFO pr:0.9314  rc:0.9630  auc:0.9984 ap:0.9945 f1: 0.9470 pred_right: 17829 pred_wrong:1371 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:16:54,786 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:16:54,786 P1376498 INFO 63/300 starting... lr: 0.001 para:0.015625
2026-07-03 02:17:00,058 P1376498 INFO Epoch 63/300, all_loss:1.29727 cls_loss:1.27956 rec_loss:2.41286 [5.27s]; best loss:0.95128, patience : 2
2026-07-03 02:17:01,330 P1376498 INFO pr:0.8643  rc:0.9793  auc:0.9982 ap:0.9938 f1: 0.9182 pred_right: 43130 pred_wrong:3670 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:17:01,876 P1376498 INFO pr:0.8564  rc:0.9713  auc:0.9976 ap:0.9917 f1: 0.9102 pred_right: 17696 pred_wrong:1504 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:01,877 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:01,877 P1376498 INFO 64/300 starting... lr: 0.001 para:0.015384615398943424
2026-07-03 02:17:06,866 P1376498 INFO Epoch 64/300, all_loss:1.17933 cls_loss:1.16057 rec_loss:2.38045 [4.99s]; best loss:0.95128, patience : 2
2026-07-03 02:17:08,137 P1376498 INFO pr:0.8859  rc:0.9728  auc:0.9979 ap:0.9933 f1: 0.9274 pred_right: 43241 pred_wrong:3559 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:17:08,662 P1376498 INFO pr:0.8811  rc:0.9668  auc:0.9953 ap:0.9901 f1: 0.9220 pred_right: 17745 pred_wrong:1455 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:08,662 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:08,662 P1376498 INFO 65/300 starting... lr: 0.001 para:0.01515151560306549
2026-07-03 02:17:13,541 P1376498 INFO Epoch 65/300, all_loss:0.96483 cls_loss:0.94300 rec_loss:2.38370 [4.88s]; best loss:0.95128, patience : 2
2026-07-03 02:17:14,848 P1376498 INFO pr:0.9313  rc:0.9744  auc:0.9989 ap:0.9947 f1: 0.9524 pred_right: 43407 pred_wrong:3393 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:17:15,378 P1376498 INFO pr:0.9202  rc:0.9653  auc:0.9982 ap:0.9943 f1: 0.9422 pred_right: 17809 pred_wrong:1391 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:15,378 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:15,378 P1376498 INFO 66/300 starting... lr: 0.001 para:0.014925372786819935
2026-07-03 02:17:20,241 P1376498 INFO Epoch 66/300, all_loss:0.93436 cls_loss:0.91198 rec_loss:2.41181 [4.84s]; best loss:0.93436, patience : 0
2026-07-03 02:17:21,519 P1376498 INFO pr:0.9184  rc:0.9842  auc:0.9990 ap:0.9926 f1: 0.9502 pred_right: 43330 pred_wrong:3470 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:17:22,042 P1376498 INFO pr:0.9182  rc:0.9736  auc:0.9968 ap:0.9938 f1: 0.9451 pred_right: 17794 pred_wrong:1406 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:22,042 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:22,042 P1376498 INFO 67/300 starting... lr: 0.001 para:0.014705882407724857
2026-07-03 02:17:27,052 P1376498 INFO Epoch 67/300, all_loss:0.89309 cls_loss:0.86988 rec_loss:2.44843 [4.98s]; best loss:0.89309, patience : 0
2026-07-03 02:17:28,362 P1376498 INFO pr:0.9223  rc:0.9827  auc:0.9992 ap:0.9923 f1: 0.9516 pred_right: 43350 pred_wrong:3450 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:17:28,973 P1376498 INFO pr:0.9171  rc:0.9766  auc:0.9991 ap:0.9952 f1: 0.9459 pred_right: 17788 pred_wrong:1412 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:28,973 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:28,973 P1376498 INFO 68/300 starting... lr: 0.001 para:0.014492753893136978
2026-07-03 02:17:34,048 P1376498 INFO Epoch 68/300, all_loss:0.83069 cls_loss:0.80718 rec_loss:2.42922 [5.05s]; best loss:0.83069, patience : 0
2026-07-03 02:17:35,316 P1376498 INFO pr:0.9161  rc:0.9818  auc:0.9988 ap:0.9919 f1: 0.9478 pred_right: 43330 pred_wrong:3470 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:17:35,860 P1376498 INFO pr:0.9118  rc:0.9668  auc:0.9985 ap:0.9933 f1: 0.9385 pred_right: 17794 pred_wrong:1406 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:17:35,860 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:17:35,860 P1376498 INFO 69/300 starting... lr: 0.001 para:0.014285714365541935
2026-07-03 02:17:40,710 P1376498 INFO Epoch 69/300, all_loss:1.02465 cls_loss:1.00374 rec_loss:2.46731 [4.85s]; best loss:0.83069, patience : 1
2026-07-03 02:17:41,976 P1376498 INFO pr:0.9529  rc:0.9741  auc:0.9986 ap:0.9924 f1: 0.9633 pred_right: 43490 pred_wrong:3310 actu_right: 43562 actu_wrong: 3238
